name	function
9606.ENSP00000367991	[ 1.  1.]
9606.ENSP00000242591	[ 0.  0.]
9606.ENSP00000258443	[ 1.  0.]
9606.ENSP00000332258	[ 0.  0.]
9606.ENSP00000470652	[ 1.  0.]
9606.ENSP00000353564	[ 1.  1.]
9606.ENSP00000288098	[ 1.  0.]
9606.ENSP00000408206	[-1 -1]
9606.ENSP00000252934	[ 1.  1.]
9606.ENSP00000246747	[ 1.  1.]
9606.ENSP00000225388	[ 1.  1.]
9606.ENSP00000466950	[ 1.  1.]
9606.ENSP00000362139	[ 1.  0.]
9606.ENSP00000456881	[-1 -1]
9606.ENSP00000368986	[ 1.  0.]
9606.ENSP00000351642	[-1 -1]
9606.ENSP00000351363	[-1 -1]
9606.ENSP00000361186	[ 1.  1.]
9606.ENSP00000386959	[ 0.  0.]
9606.ENSP00000456333	[ 1.  0.]
9606.ENSP00000216445	[-1 -1]
9606.ENSP00000344779	[ 0.  0.]
9606.ENSP00000359025	[ 1.  1.]
9606.ENSP00000279024	[-1 -1]
9606.ENSP00000331600	[ 1.  0.]
9606.ENSP00000434676	[ 0.  0.]
9606.ENSP00000311899	[-1 -1]
9606.ENSP00000317980	[ 1.  0.]
9606.ENSP00000354782	[ 1.  1.]
9606.ENSP00000307833	[ 1.  1.]
9606.ENSP00000292823	[ 0.  0.]
9606.ENSP00000333837	[ 1.  1.]
9606.ENSP00000322373	[ 1.  1.]
9606.ENSP00000341674	[-1 -1]
9606.ENSP00000272895	[ 1.  1.]
9606.ENSP00000360315	[ 1.  0.]
9606.ENSP00000377873	[ 0.  0.]
9606.ENSP00000434045	[-1 -1]
9606.ENSP00000463576	[-1 -1]
9606.ENSP00000360473	[ 1.  1.]
9606.ENSP00000389128	[ 1.  0.]
9606.ENSP00000327890	[ 1.  0.]
9606.ENSP00000283285	[-1 -1]
9606.ENSP00000349168	[ 1.  1.]
9606.ENSP00000359579	[ 1.  0.]
9606.ENSP00000387170	[ 0.  0.]
9606.ENSP00000354033	[ 1.  1.]
9606.ENSP00000316176	[ 1.  1.]
9606.ENSP00000335203	[ 1.  1.]
9606.ENSP00000304410	[-1 -1]
9606.ENSP00000360464	[ 1.  1.]
9606.ENSP00000465960	[-1 -1]
9606.ENSP00000381549	[ 1.  1.]
9606.ENSP00000356795	[ 0.  0.]
9606.ENSP00000337194	[ 1.  1.]
9606.ENSP00000462986	[ 0.  0.]
9606.ENSP00000287908	[ 1.  1.]
9606.ENSP00000355435	[ 1.  0.]
9606.ENSP00000299847	[ 1.  0.]
9606.ENSP00000315112	[ 1.  1.]
9606.ENSP00000244040	[ 1.  1.]
9606.ENSP00000422846	[ 1.  1.]
9606.ENSP00000302676	[-1 -1]
9606.ENSP00000317128	[ 1.  1.]
9606.ENSP00000261973	[ 1.  1.]
9606.ENSP00000383594	[ 1.  0.]
9606.ENSP00000263233	[ 1.  0.]
9606.ENSP00000246554	[ 1.  1.]
9606.ENSP00000317214	[ 1.  1.]
9606.ENSP00000161863	[ 1.  1.]
9606.ENSP00000352265	[ 1.  1.]
9606.ENSP00000344996	[ 0.  0.]
9606.ENSP00000311496	[ 0.  0.]
9606.ENSP00000263097	[ 1.  1.]
9606.ENSP00000366356	[-1 -1]
9606.ENSP00000340684	[ 1.  1.]
9606.ENSP00000362718	[ 1.  1.]
9606.ENSP00000190165	[ 0.  0.]
9606.ENSP00000296603	[ 1.  0.]
9606.ENSP00000377549	[ 0.  0.]
9606.ENSP00000265978	[ 1.  1.]
9606.ENSP00000298974	[-1 -1]
9606.ENSP00000259406	[ 0.  0.]
9606.ENSP00000333142	[ 1.  1.]
9606.ENSP00000367207	[ 1.  1.]
9606.ENSP00000381932	[ 1.  1.]
9606.ENSP00000379709	[ 1.  1.]
9606.ENSP00000387841	[-1 -1]
9606.ENSP00000424707	[ 1.  0.]
9606.ENSP00000329454	[ 0.  0.]
9606.ENSP00000269142	[ 1.  1.]
9606.ENSP00000389513	[-1 -1]
9606.ENSP00000294635	[ 1.  0.]
9606.ENSP00000272133	[ 1.  0.]
9606.ENSP00000356545	[ 0.  0.]
9606.ENSP00000356395	[ 1.  0.]
9606.ENSP00000354877	[ 1.  1.]
9606.ENSP00000369871	[ 1.  1.]
9606.ENSP00000405969	[ 0.  0.]
9606.ENSP00000365817	[-1 -1]
9606.ENSP00000264051	[ 0.  0.]
9606.ENSP00000304401	[ 0.  0.]
9606.ENSP00000462172	[-1 -1]
9606.ENSP00000371572	[ 1.  0.]
9606.ENSP00000416050	[ 1.  0.]
9606.ENSP00000356172	[ 0.  0.]
9606.ENSP00000373354	[ 0.  0.]
9606.ENSP00000351933	[ 1.  1.]
9606.ENSP00000359375	[ 1.  1.]
9606.ENSP00000274278	[ 1.  1.]
9606.ENSP00000419425	[ 1.  1.]
9606.ENSP00000312702	[ 0.  0.]
9606.ENSP00000261187	[ 1.  0.]
9606.ENSP00000273317	[ 1.  1.]
9606.ENSP00000294484	[ 0.  0.]
9606.ENSP00000357392	[ 0.  0.]
9606.ENSP00000335628	[ 1.  1.]
9606.ENSP00000362041	[ 1.  1.]
9606.ENSP00000469886	[ 0.  0.]
9606.ENSP00000333064	[-1 -1]
9606.ENSP00000264350	[ 0.  0.]
9606.ENSP00000350415	[ 1.  0.]
9606.ENSP00000362390	[ 1.  1.]
9606.ENSP00000258873	[ 1.  1.]
9606.ENSP00000332613	[-1 -1]
9606.ENSP00000296849	[ 1.  1.]
9606.ENSP00000230056	[ 1.  1.]
9606.ENSP00000377971	[-1 -1]
9606.ENSP00000357547	[ 1.  0.]
9606.ENSP00000321388	[ 1.  1.]
9606.ENSP00000386485	[ 0.  0.]
9606.ENSP00000251973	[ 0.  0.]
9606.ENSP00000234091	[ 1.  1.]
9606.ENSP00000457047	[-1 -1]
9606.ENSP00000286479	[-1 -1]
9606.ENSP00000323913	[ 0.  0.]
9606.ENSP00000367075	[ 1.  1.]
9606.ENSP00000215794	[ 1.  1.]
9606.ENSP00000378072	[ 1.  1.]
9606.ENSP00000381476	[ 1.  0.]
9606.ENSP00000205948	[ 1.  0.]
9606.ENSP00000251566	[ 1.  0.]
9606.ENSP00000431254	[ 1.  0.]
9606.ENSP00000312029	[ 1.  0.]
9606.ENSP00000351430	[-1 -1]
9606.ENSP00000335156	[ 0.  0.]
9606.ENSP00000353344	[ 1.  1.]
9606.ENSP00000354721	[ 0.  0.]
9606.ENSP00000273258	[ 1.  1.]
9606.ENSP00000284818	[ 1.  0.]
9606.ENSP00000347717	[ 1.  1.]
9606.ENSP00000360471	[-1 -1]
9606.ENSP00000271064	[ 1.  1.]
9606.ENSP00000375311	[-1 -1]
9606.ENSP00000310255	[ 1.  0.]
9606.ENSP00000225831	[ 1.  1.]
9606.ENSP00000329647	[-1 -1]
9606.ENSP00000384887	[ 1.  0.]
9606.ENSP00000376952	[ 1.  1.]
9606.ENSP00000363689	[ 1.  1.]
9606.ENSP00000379931	[ 0.  0.]
9606.ENSP00000288502	[ 1.  0.]
9606.ENSP00000308901	[ 1.  1.]
9606.ENSP00000233893	[ 1.  1.]
9606.ENSP00000247001	[ 1.  1.]
9606.ENSP00000301896	[-1 -1]
9606.ENSP00000262032	[ 0.  0.]
9606.ENSP00000417257	[ 1.  1.]
9606.ENSP00000328484	[ 1.  1.]
9606.ENSP00000441685	[-1 -1]
9606.ENSP00000261708	[ 1.  1.]
9606.ENSP00000262958	[ 0.  0.]
9606.ENSP00000304111	[ 1.  0.]
9606.ENSP00000298119	[ 1.  0.]
9606.ENSP00000402584	[ 1.  0.]
9606.ENSP00000254942	[ 1.  1.]
9606.ENSP00000265195	[-1 -1]
9606.ENSP00000351589	[ 1.  1.]
9606.ENSP00000294413	[ 0.  0.]
9606.ENSP00000024061	[ 1.  0.]
9606.ENSP00000296632	[ 0.  0.]
9606.ENSP00000244241	[ 0.  0.]
9606.ENSP00000337450	[ 0.  0.]
9606.ENSP00000471593	[ 1.  1.]
9606.ENSP00000419446	[ 1.  1.]
9606.ENSP00000349893	[ 1.  0.]
9606.ENSP00000234198	[ 0.  0.]
9606.ENSP00000435777	[ 1.  1.]
9606.ENSP00000385586	[ 1.  1.]
9606.ENSP00000376417	[-1 -1]
9606.ENSP00000395590	[ 1.  1.]
9606.ENSP00000356842	[ 1.  0.]
9606.ENSP00000274181	[ 0.  0.]
9606.ENSP00000219097	[ 1.  1.]
9606.ENSP00000284116	[ 1.  0.]
9606.ENSP00000308450	[ 1.  1.]
9606.ENSP00000261772	[ 1.  1.]
9606.ENSP00000216254	[ 1.  1.]
9606.ENSP00000339621	[ 0.  0.]
9606.ENSP00000357448	[ 1.  1.]
9606.ENSP00000228307	[ 1.  1.]
9606.ENSP00000298296	[-1 -1]
9606.ENSP00000316030	[ 0.  0.]
9606.ENSP00000410216	[ 1.  1.]
9606.ENSP00000230568	[ 0.  0.]
9606.ENSP00000360871	[ 1.  0.]
9606.ENSP00000216479	[ 1.  1.]
9606.ENSP00000342356	[ 1.  0.]
9606.ENSP00000333845	[-1 -1]
9606.ENSP00000005995	[ 1.  0.]
9606.ENSP00000347858	[ 1.  1.]
9606.ENSP00000416168	[ 0.  0.]
9606.ENSP00000249749	[ 1.  0.]
9606.ENSP00000397679	[ 1.  1.]
9606.ENSP00000418661	[ 1.  1.]
9606.ENSP00000324318	[ 0.  0.]
9606.ENSP00000349041	[ 0.  0.]
9606.ENSP00000368459	[ 1.  1.]
9606.ENSP00000413049	[ 1.  0.]
9606.ENSP00000326538	[ 0.  0.]
9606.ENSP00000246635	[ 1.  1.]
9606.ENSP00000350676	[ 1.  1.]
9606.ENSP00000263239	[ 1.  1.]
9606.ENSP00000310891	[ 0.  0.]
9606.ENSP00000420714	[ 1.  1.]
9606.ENSP00000352540	[ 1.  0.]
9606.ENSP00000287387	[ 0.  0.]
9606.ENSP00000318846	[ 1.  1.]
9606.ENSP00000266025	[ 1.  1.]
9606.ENSP00000323584	[ 0.  0.]
9606.ENSP00000356047	[ 0.  0.]
9606.ENSP00000338572	[ 0.  0.]
9606.ENSP00000348489	[-1 -1]
9606.ENSP00000450995	[ 1.  1.]
9606.ENSP00000301012	[ 1.  1.]
9606.ENSP00000005286	[ 1.  0.]
9606.ENSP00000379458	[ 0.  0.]
9606.ENSP00000377112	[ 1.  0.]
9606.ENSP00000365663	[ 1.  1.]
9606.ENSP00000408581	[ 0.  0.]
9606.ENSP00000335094	[ 1.  0.]
9606.ENSP00000264409	[ 1.  1.]
9606.ENSP00000333277	[-1 -1]
9606.ENSP00000303585	[ 1.  1.]
9606.ENSP00000386141	[ 1.  0.]
9606.ENSP00000339659	[ 1.  1.]
9606.ENSP00000298428	[ 1.  0.]
9606.ENSP00000264613	[ 1.  1.]
9606.ENSP00000431871	[-1 -1]
9606.ENSP00000364005	[ 1.  0.]
9606.ENSP00000334113	[ 0.  0.]
9606.ENSP00000322087	[ 0.  0.]
9606.ENSP00000382767	[ 1.  0.]
9606.ENSP00000302502	[ 0.  0.]
9606.ENSP00000360576	[ 1.  1.]
9606.ENSP00000376992	[ 1.  1.]
9606.ENSP00000345206	[ 1.  1.]
9606.ENSP00000279968	[ 1.  0.]
9606.ENSP00000307854	[ 0.  0.]
9606.ENSP00000258341	[ 1.  0.]
9606.ENSP00000296564	[-1 -1]
9606.ENSP00000298569	[ 0.  0.]
9606.ENSP00000341882	[ 1.  0.]
9606.ENSP00000352028	[ 0.  0.]
9606.ENSP00000412361	[ 1.  0.]
9606.ENSP00000362287	[ 1.  1.]
9606.ENSP00000375087	[ 1.  1.]
9606.ENSP00000349022	[ 1.  1.]
9606.ENSP00000397598	[ 0.  0.]
9606.ENSP00000261560	[ 0.  0.]
9606.ENSP00000319323	[ 1.  0.]
9606.ENSP00000307519	[ 0.  0.]
9606.ENSP00000310040	[ 1.  1.]
9606.ENSP00000265340	[ 1.  1.]
9606.ENSP00000327048	[ 1.  1.]
9606.ENSP00000417871	[-1 -1]
9606.ENSP00000211076	[ 0.  0.]
9606.ENSP00000284690	[ 0.  0.]
9606.ENSP00000406209	[ 0.  0.]
9606.ENSP00000264426	[ 1.  1.]
9606.ENSP00000354608	[-1 -1]
9606.ENSP00000400803	[-1 -1]
9606.ENSP00000341179	[-1 -1]
9606.ENSP00000355028	[ 1.  1.]
9606.ENSP00000253856	[ 1.  1.]
9606.ENSP00000256649	[ 0.  0.]
9606.ENSP00000357748	[ 1.  1.]
9606.ENSP00000244333	[ 1.  0.]
9606.ENSP00000363709	[ 1.  0.]
9606.ENSP00000374185	[ 0.  0.]
9606.ENSP00000326598	[ 1.  1.]
9606.ENSP00000331358	[ 0.  0.]
9606.ENSP00000270112	[ 0.  0.]
9606.ENSP00000365318	[-1 -1]
9606.ENSP00000373474	[ 1.  1.]
9606.ENSP00000249601	[ 0.  0.]
9606.ENSP00000376306	[ 1.  1.]
9606.ENSP00000340703	[ 0.  0.]
9606.ENSP00000444293	[ 0.  0.]
9606.ENSP00000343633	[ 1.  1.]
9606.ENSP00000260323	[ 1.  0.]
9606.ENSP00000363763	[ 1.  0.]
9606.ENSP00000261396	[ 1.  1.]
9606.ENSP00000304229	[ 1.  1.]
9606.ENSP00000384222	[ 1.  1.]
9606.ENSP00000400882	[ 0.  0.]
9606.ENSP00000334851	[ 0.  0.]
9606.ENSP00000324948	[ 0.  0.]
9606.ENSP00000262932	[-1 -1]
9606.ENSP00000417496	[ 1.  1.]
9606.ENSP00000359233	[ 1.  1.]
9606.ENSP00000303427	[ 1.  1.]
9606.ENSP00000263672	[ 1.  1.]
9606.ENSP00000326200	[ 1.  1.]
9606.ENSP00000356256	[ 1.  1.]
9606.ENSP00000265471	[ 1.  1.]
9606.ENSP00000292562	[ 0.  0.]
9606.ENSP00000348813	[ 1.  1.]
9606.ENSP00000259782	[ 1.  0.]
9606.ENSP00000328521	[ 1.  1.]
9606.ENSP00000313506	[ 1.  1.]
9606.ENSP00000252512	[ 1.  1.]
9606.ENSP00000419718	[ 0.  0.]
9606.ENSP00000438788	[ 1.  1.]
9606.ENSP00000364271	[ 1.  0.]
9606.ENSP00000320447	[ 1.  1.]
9606.ENSP00000273666	[ 1.  0.]
9606.ENSP00000348924	[ 1.  1.]
9606.ENSP00000407952	[-1 -1]
9606.ENSP00000350941	[ 1.  1.]
9606.ENSP00000216639	[ 1.  1.]
9606.ENSP00000374529	[ 1.  1.]
9606.ENSP00000331845	[-1 -1]
9606.ENSP00000394624	[ 0.  0.]
9606.ENSP00000316950	[ 1.  1.]
9606.ENSP00000331369	[-1 -1]
9606.ENSP00000387185	[ 0.  0.]
9606.ENSP00000169298	[ 1.  1.]
9606.ENSP00000366974	[ 1.  1.]
9606.ENSP00000420863	[ 1.  1.]
9606.ENSP00000395259	[ 1.  1.]
9606.ENSP00000290705	[ 0.  0.]
9606.ENSP00000353660	[ 0.  0.]
9606.ENSP00000325144	[-1 -1]
9606.ENSP00000380293	[ 0.  0.]
9606.ENSP00000302896	[-1 -1]
9606.ENSP00000354566	[ 1.  0.]
9606.ENSP00000354293	[ 1.  0.]
9606.ENSP00000338728	[ 1.  1.]
9606.ENSP00000329452	[ 1.  0.]
9606.ENSP00000285379	[ 1.  1.]
9606.ENSP00000377696	[ 1.  1.]
9606.ENSP00000412365	[ 0.  0.]
9606.ENSP00000276326	[ 0.  0.]
9606.ENSP00000427690	[-1 -1]
9606.ENSP00000276173	[ 0.  0.]
9606.ENSP00000375783	[ 0.  0.]
9606.ENSP00000368648	[ 1.  1.]
9606.ENSP00000244217	[ 0.  0.]
9606.ENSP00000295006	[ 1.  1.]
9606.ENSP00000237642	[ 0.  0.]
9606.ENSP00000335660	[ 1.  1.]
9606.ENSP00000364476	[-1 -1]
9606.ENSP00000368414	[ 1.  0.]
9606.ENSP00000434995	[ 1.  1.]
9606.ENSP00000344546	[ 1.  1.]
9606.ENSP00000362299	[ 1.  1.]
9606.ENSP00000286548	[ 1.  1.]
9606.ENSP00000346227	[ 0.  0.]
9606.ENSP00000322775	[ 1.  0.]
9606.ENSP00000312273	[ 1.  0.]
9606.ENSP00000352976	[ 0.  0.]
9606.ENSP00000398105	[ 1.  1.]
9606.ENSP00000369217	[ 1.  1.]
9606.ENSP00000238788	[ 1.  1.]
9606.ENSP00000447967	[-1 -1]
9606.ENSP00000347648	[ 0.  0.]
9606.ENSP00000351947	[ 1.  1.]
9606.ENSP00000331784	[ 1.  0.]
9606.ENSP00000280155	[ 1.  1.]
9606.ENSP00000357158	[ 1.  0.]
9606.ENSP00000330221	[ 0.  0.]
9606.ENSP00000386092	[-1 -1]
9606.ENSP00000268835	[ 1.  0.]
9606.ENSP00000298110	[ 1.  0.]
9606.ENSP00000417970	[ 0.  0.]
9606.ENSP00000310515	[ 1.  1.]
9606.ENSP00000351157	[ 1.  0.]
9606.ENSP00000267853	[ 0.  0.]
9606.ENSP00000272198	[ 0.  0.]
9606.ENSP00000351492	[ 1.  1.]
9606.ENSP00000391826	[ 1.  0.]
9606.ENSP00000260010	[ 1.  1.]
9606.ENSP00000299333	[ 1.  0.]
9606.ENSP00000370293	[ 1.  1.]
9606.ENSP00000372286	[ 1.  1.]
9606.ENSP00000265970	[ 1.  1.]
9606.ENSP00000366413	[ 1.  1.]
9606.ENSP00000443539	[-1 -1]
9606.ENSP00000323423	[ 1.  0.]
9606.ENSP00000358999	[ 1.  1.]
9606.ENSP00000312286	[ 1.  1.]
9606.ENSP00000268482	[ 1.  1.]
9606.ENSP00000306138	[ 1.  1.]
9606.ENSP00000276708	[ 1.  1.]
9606.ENSP00000399637	[-1 -1]
9606.ENSP00000455755	[-1 -1]
9606.ENSP00000389275	[-1 -1]
9606.ENSP00000306117	[ 1.  1.]
9606.ENSP00000226432	[ 1.  0.]
9606.ENSP00000225245	[ 1.  1.]
9606.ENSP00000322823	[ 1.  0.]
9606.ENSP00000170447	[ 1.  1.]
9606.ENSP00000336127	[-1 -1]
9606.ENSP00000254260	[ 1.  1.]
9606.ENSP00000371341	[ 1.  1.]
9606.ENSP00000290649	[ 1.  1.]
9606.ENSP00000432614	[ 1.  0.]
9606.ENSP00000344233	[-1 -1]
9606.ENSP00000254742	[ 1.  0.]
9606.ENSP00000364578	[ 1.  1.]
9606.ENSP00000279242	[ 1.  1.]
9606.ENSP00000444856	[ 1.  1.]
9606.ENSP00000306275	[ 1.  0.]
9606.ENSP00000324767	[ 1.  0.]
9606.ENSP00000442436	[ 1.  1.]
9606.ENSP00000433597	[-1 -1]
9606.ENSP00000365075	[-1 -1]
9606.ENSP00000357123	[ 1.  0.]
9606.ENSP00000262244	[ 0.  0.]
9606.ENSP00000457031	[-1 -1]
9606.ENSP00000299178	[ 1.  1.]
9606.ENSP00000355736	[ 1.  1.]
9606.ENSP00000248846	[ 1.  1.]
9606.ENSP00000383690	[ 1.  0.]
9606.ENSP00000263867	[ 1.  1.]
9606.ENSP00000369317	[ 1.  1.]
9606.ENSP00000349773	[ 1.  1.]
9606.ENSP00000317379	[ 1.  1.]
9606.ENSP00000261601	[ 1.  1.]
9606.ENSP00000358146	[-1 -1]
9606.ENSP00000353132	[ 1.  1.]
9606.ENSP00000356319	[ 1.  1.]
9606.ENSP00000239614	[-1 -1]
9606.ENSP00000348639	[ 1.  0.]
9606.ENSP00000343900	[ 0.  0.]
9606.ENSP00000388658	[ 1.  1.]
9606.ENSP00000398516	[ 1.  1.]
9606.ENSP00000355385	[ 0.  0.]
9606.ENSP00000380869	[ 0.  0.]
9606.ENSP00000376570	[ 1.  0.]
9606.ENSP00000371835	[ 1.  0.]
9606.ENSP00000339428	[ 0.  0.]
9606.ENSP00000268717	[ 1.  1.]
9606.ENSP00000007735	[ 1.  1.]
9606.ENSP00000370213	[ 1.  0.]
9606.ENSP00000318270	[ 1.  0.]
9606.ENSP00000459356	[-1 -1]
9606.ENSP00000382269	[ 0.  0.]
9606.ENSP00000286713	[ 1.  1.]
9606.ENSP00000332413	[ 1.  0.]
9606.ENSP00000311038	[ 1.  0.]
9606.ENSP00000340211	[ 1.  1.]
9606.ENSP00000334448	[ 1.  0.]
9606.ENSP00000379098	[ 1.  1.]
9606.ENSP00000224950	[ 1.  1.]
9606.ENSP00000367668	[ 1.  1.]
9606.ENSP00000358737	[ 1.  1.]
9606.ENSP00000417706	[-1 -1]
9606.ENSP00000334996	[ 1.  1.]
9606.ENSP00000319166	[ 1.  0.]
9606.ENSP00000230538	[-1 -1]
9606.ENSP00000364320	[ 1.  1.]
9606.ENSP00000317087	[ 1.  1.]
9606.ENSP00000363999	[ 1.  1.]
9606.ENSP00000356146	[ 1.  1.]
9606.ENSP00000271835	[ 1.  0.]
9606.ENSP00000302665	[ 1.  0.]
9606.ENSP00000316416	[-1 -1]
9606.ENSP00000361036	[ 1.  0.]
9606.ENSP00000377934	[ 1.  1.]
9606.ENSP00000263383	[ 1.  0.]
9606.ENSP00000322270	[ 0.  0.]
9606.ENSP00000347872	[ 1.  0.]
9606.ENSP00000240304	[ 1.  1.]
9606.ENSP00000353295	[-1 -1]
9606.ENSP00000323424	[ 0.  0.]
9606.ENSP00000371790	[ 1.  1.]
9606.ENSP00000373404	[ 1.  1.]
9606.ENSP00000376304	[ 1.  0.]
9606.ENSP00000258349	[ 0.  0.]
9606.ENSP00000350914	[ 1.  1.]
9606.ENSP00000298048	[ 1.  1.]
9606.ENSP00000303300	[-1 -1]
9606.ENSP00000428209	[ 1.  1.]
9606.ENSP00000361057	[ 1.  1.]
9606.ENSP00000376139	[-1 -1]
9606.ENSP00000314299	[ 1.  0.]
9606.ENSP00000274787	[ 1.  0.]
9606.ENSP00000230449	[ 1.  1.]
9606.ENSP00000301411	[ 0.  0.]
9606.ENSP00000320318	[ 1.  1.]
9606.ENSP00000296600	[ 0.  0.]
9606.ENSP00000373600	[ 1.  1.]
9606.ENSP00000263733	[ 1.  1.]
9606.ENSP00000228437	[ 0.  0.]
9606.ENSP00000217381	[ 1.  1.]
9606.ENSP00000432688	[ 1.  1.]
9606.ENSP00000310189	[ 1.  1.]
9606.ENSP00000359686	[ 0.  0.]
9606.ENSP00000274625	[ 1.  1.]
9606.ENSP00000267436	[ 1.  1.]
9606.ENSP00000333751	[ 0.  0.]
9606.ENSP00000438349	[ 1.  0.]
9606.ENSP00000329825	[ 1.  0.]
9606.ENSP00000359942	[ 0.  0.]
9606.ENSP00000260227	[ 0.  0.]
9606.ENSP00000371126	[-1 -1]
9606.ENSP00000315554	[ 1.  0.]
9606.ENSP00000264596	[ 1.  1.]
9606.ENSP00000379090	[ 1.  1.]
9606.ENSP00000328674	[ 1.  0.]
9606.ENSP00000419057	[-1 -1]
9606.ENSP00000377878	[ 1.  1.]
9606.ENSP00000262607	[ 1.  0.]
9606.ENSP00000366434	[ 1.  1.]
9606.ENSP00000364699	[ 1.  1.]
9606.ENSP00000294811	[-1 -1]
9606.ENSP00000369176	[ 1.  1.]
9606.ENSP00000349154	[-1 -1]
9606.ENSP00000444736	[ 0.  0.]
9606.ENSP00000263384	[ 1.  1.]
9606.ENSP00000329170	[ 1.  1.]
9606.ENSP00000355089	[ 0.  0.]
9606.ENSP00000316543	[ 1.  1.]
9606.ENSP00000431603	[ 1.  1.]
9606.ENSP00000364859	[ 0.  0.]
9606.ENSP00000276603	[ 1.  1.]
9606.ENSP00000169551	[ 1.  1.]
9606.ENSP00000387233	[ 0.  0.]
9606.ENSP00000269346	[ 1.  0.]
9606.ENSP00000299821	[ 0.  0.]
9606.ENSP00000334415	[-1 -1]
9606.ENSP00000443130	[-1 -1]
9606.ENSP00000350878	[ 0.  0.]
9606.ENSP00000427888	[ 0.  0.]
9606.ENSP00000286794	[ 1.  1.]
9606.ENSP00000404304	[ 1.  0.]
9606.ENSP00000316737	[ 1.  1.]
9606.ENSP00000355961	[ 1.  1.]
9606.ENSP00000225728	[ 1.  1.]
9606.ENSP00000310933	[ 1.  0.]
9606.ENSP00000351885	[ 1.  1.]
9606.ENSP00000239032	[ 0.  0.]
9606.ENSP00000302562	[-1 -1]
9606.ENSP00000445508	[ 0.  0.]
9606.ENSP00000004531	[ 0.  0.]
9606.ENSP00000363046	[ 1.  1.]
9606.ENSP00000312652	[ 1.  1.]
9606.ENSP00000406909	[ 0.  0.]
9606.ENSP00000364448	[ 1.  0.]
9606.ENSP00000371872	[ 1.  0.]
9606.ENSP00000358363	[ 1.  1.]
9606.ENSP00000392227	[-1 -1]
9606.ENSP00000246792	[ 1.  0.]
9606.ENSP00000266000	[-1 -1]
9606.ENSP00000347915	[ 0.  0.]
9606.ENSP00000347839	[ 1.  1.]
9606.ENSP00000414904	[-1 -1]
9606.ENSP00000368138	[ 1.  0.]
9606.ENSP00000414851	[ 1.  1.]
9606.ENSP00000372059	[ 1.  0.]
9606.ENSP00000289388	[ 1.  1.]
9606.ENSP00000171214	[ 1.  1.]
9606.ENSP00000313816	[ 1.  1.]
9606.ENSP00000347358	[ 1.  1.]
9606.ENSP00000401867	[ 0.  0.]
9606.ENSP00000320672	[ 1.  1.]
9606.ENSP00000227451	[ 0.  0.]
9606.ENSP00000339960	[ 0.  0.]
9606.ENSP00000256324	[-1 -1]
9606.ENSP00000357459	[ 1.  1.]
9606.ENSP00000410261	[ 1.  0.]
9606.ENSP00000283921	[ 1.  1.]
9606.ENSP00000406293	[ 0.  0.]
9606.ENSP00000381823	[ 1.  1.]
9606.ENSP00000384725	[ 0.  0.]
9606.ENSP00000355308	[ 1.  0.]
9606.ENSP00000290332	[ 1.  0.]
9606.ENSP00000158771	[ 1.  1.]
9606.ENSP00000321729	[ 0.  0.]
9606.ENSP00000320828	[ 1.  1.]
9606.ENSP00000344235	[ 0.  0.]
9606.ENSP00000415904	[ 1.  1.]
9606.ENSP00000471397	[ 1.  1.]
9606.ENSP00000286349	[ 1.  1.]
9606.ENSP00000385028	[ 1.  0.]
9606.ENSP00000383226	[ 1.  1.]
9606.ENSP00000362399	[ 1.  1.]
9606.ENSP00000357943	[ 1.  1.]
9606.ENSP00000398655	[ 0.  0.]
9606.ENSP00000345163	[ 1.  0.]
9606.ENSP00000201647	[-1 -1]
9606.ENSP00000280871	[ 1.  0.]
9606.ENSP00000268605	[ 1.  1.]
9606.ENSP00000294189	[ 1.  1.]
9606.ENSP00000274030	[ 0.  0.]
9606.ENSP00000375234	[ 1.  1.]
9606.ENSP00000298705	[ 0.  0.]
9606.ENSP00000309509	[ 0.  0.]
9606.ENSP00000450675	[-1 -1]
9606.ENSP00000351695	[ 0.  0.]
9606.ENSP00000264718	[ 0.  0.]
9606.ENSP00000421917	[ 0.  0.]
9606.ENSP00000472299	[-1 -1]
9606.ENSP00000359525	[ 0.  0.]
9606.ENSP00000349575	[ 1.  1.]
9606.ENSP00000312367	[ 0.  0.]
9606.ENSP00000313432	[ 1.  1.]
9606.ENSP00000364166	[ 1.  0.]
9606.ENSP00000359396	[ 0.  0.]
9606.ENSP00000253039	[ 1.  0.]
9606.ENSP00000328973	[ 1.  1.]
9606.ENSP00000359976	[ 1.  1.]
9606.ENSP00000358478	[ 1.  1.]
9606.ENSP00000291823	[ 0.  0.]
9606.ENSP00000406144	[-1 -1]
9606.ENSP00000444823	[ 1.  1.]
9606.ENSP00000420037	[ 1.  1.]
9606.ENSP00000366477	[ 1.  0.]
9606.ENSP00000371345	[ 0.  0.]
9606.ENSP00000276570	[-1 -1]
9606.ENSP00000276431	[ 0.  0.]
9606.ENSP00000265769	[ 1.  0.]
9606.ENSP00000358022	[ 1.  1.]
9606.ENSP00000000233	[ 1.  0.]
9606.ENSP00000271015	[ 1.  1.]
9606.ENSP00000362576	[ 1.  1.]
9606.ENSP00000225171	[-1 -1]
9606.ENSP00000398410	[ 1.  1.]
9606.ENSP00000295600	[ 1.  0.]
9606.ENSP00000287600	[ 1.  1.]
9606.ENSP00000337363	[ 1.  1.]
9606.ENSP00000454454	[-1 -1]
